id_cargo,liquidacion,transportista,acuerdo,referencia,concepto,monto,moneda
CH-P1-000009-3,LIQ-ARS-000009,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000009-3,FLETE_BASE,1000.00,ARS
CH-P1-000009-4,LIQ-ARS-000009,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000009-4,FLETE_BASE,1000.00,ARS
CH-P2-000009-0,LIQ-ARS-000009,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000009-0,FLETE_BASE,1200.00,ARS
CH-P2-000009-1,LIQ-ARS-000009,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000009-1,FLETE_BASE,1200.00,ARS
CH-P2-000009-2,LIQ-ARS-000009,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000009-2,FLETE_BASE,1200.00,ARS
CH-FE1-000009,LIQ-ARS-000009,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE1-000009,FLETE_BASE,1350.00,ARS
CH-FE2-000009,LIQ-ARS-000009,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE2-000009,FLETE_BASE,1150.00,ARS
CH-FD-000009,LIQ-ARS-000009,EXPRESO-SUR,AGR-SCALE-ARS,REM-FD-000009,FLETE_BASE,750.00,ARS
CH-REV-000009,LIQ-ARS-000009,EXPRESO-SUR,AGR-SCALE-ARS,REM-REV-000009,SEGURO,200.00,ARS
CH-UND-000009,LIQ-ARS-000009,TRANSPORTISTA-DESCONOCIDO,AGR-SCALE-ARS,REM-NOEXIST-000009,FLETE_BASE,1000.00,ARS
CH-USD-OC1-000009,LIQ-USD-000009,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC1-000009,FLETE_MARITIMO,500.00,USD
CH-USD-OC2-000009,LIQ-USD-000009,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC2-000009,FLETE_MARITIMO,500.00,USD
CH-USD-PT-000009,LIQ-USD-000009,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-PT-000009,GASTOS_PUERTO,150.00,USD
CH-USD-FAIL-000009,LIQ-USD-000009,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-FAIL-000009,FLETE_MARITIMO,620.00,USD
CH-N1-000009,LIQ-ARS-000009,EXPRESO-SUR,AGR-SCALE-ARS,REM-N1-000009,FLETE_BASE,1000.00,ARS
CH-1N-BASE-000009,LIQ-ARS-000009,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000009,FLETE_BASE,1000.00,ARS
CH-1N-SEG-000009,LIQ-ARS-000009,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000009,SEGURO,200.00,ARS
CH-P1-000010-0,LIQ-ARS-000010,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000010-0,FLETE_BASE,1000.00,ARS
CH-P1-000010-1,LIQ-ARS-000010,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000010-1,FLETE_BASE,1000.00,ARS
CH-P1-000010-2,LIQ-ARS-000010,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000010-2,FLETE_BASE,1000.00,ARS
CH-P1-000010-3,LIQ-ARS-000010,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000010-3,FLETE_BASE,1000.00,ARS
CH-P1-000010-4,LIQ-ARS-000010,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000010-4,FLETE_BASE,1000.00,ARS
CH-P2-000010-0,LIQ-ARS-000010,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000010-0,FLETE_BASE,1200.00,ARS
CH-P2-000010-1,LIQ-ARS-000010,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000010-1,FLETE_BASE,1200.00,ARS
CH-P2-000010-2,LIQ-ARS-000010,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000010-2,FLETE_BASE,1200.00,ARS
CH-FE1-000010,LIQ-ARS-000010,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE1-000010,FLETE_BASE,1350.00,ARS
CH-FE2-000010,LIQ-ARS-000010,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE2-000010,FLETE_BASE,1150.00,ARS
CH-FD-000010,LIQ-ARS-000010,EXPRESO-SUR,AGR-SCALE-ARS,REM-FD-000010,FLETE_BASE,750.00,ARS
CH-REV-000010,LIQ-ARS-000010,EXPRESO-SUR,AGR-SCALE-ARS,REM-REV-000010,SEGURO,200.00,ARS
CH-UND-000010,LIQ-ARS-000010,TRANSPORTISTA-DESCONOCIDO,AGR-SCALE-ARS,REM-NOEXIST-000010,FLETE_BASE,1000.00,ARS
CH-USD-OC1-000010,LIQ-USD-000010,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC1-000010,FLETE_MARITIMO,500.00,USD
CH-USD-OC2-000010,LIQ-USD-000010,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC2-000010,FLETE_MARITIMO,500.00,USD
CH-USD-PT-000010,LIQ-USD-000010,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-PT-000010,GASTOS_PUERTO,150.00,USD
CH-USD-FAIL-000010,LIQ-USD-000010,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-FAIL-000010,FLETE_MARITIMO,620.00,USD
CH-N1-000010,LIQ-ARS-000010,EXPRESO-SUR,AGR-SCALE-ARS,REM-N1-000010,FLETE_BASE,1000.00,ARS
CH-1N-BASE-000010,LIQ-ARS-000010,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000010,FLETE_BASE,1000.00,ARS
CH-1N-SEG-000010,LIQ-ARS-000010,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000010,SEGURO,200.00,ARS
CH-P1-000011-0,LIQ-ARS-000011,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000011-0,FLETE_BASE,1000.00,ARS
CH-P1-000011-1,LIQ-ARS-000011,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000011-1,FLETE_BASE,1000.00,ARS
CH-P1-000011-2,LIQ-ARS-000011,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000011-2,FLETE_BASE,1000.00,ARS
CH-P1-000011-3,LIQ-ARS-000011,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000011-3,FLETE_BASE,1000.00,ARS
CH-P1-000011-4,LIQ-ARS-000011,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000011-4,FLETE_BASE,1000.00,ARS
CH-P2-000011-0,LIQ-ARS-000011,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000011-0,FLETE_BASE,1200.00,ARS
CH-P2-000011-1,LIQ-ARS-000011,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000011-1,FLETE_BASE,1200.00,ARS
CH-P2-000011-2,LIQ-ARS-000011,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000011-2,FLETE_BASE,1200.00,ARS
CH-FE1-000011,LIQ-ARS-000011,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE1-000011,FLETE_BASE,1350.00,ARS
CH-FE2-000011,LIQ-ARS-000011,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE2-000011,FLETE_BASE,1150.00,ARS
CH-FD-000011,LIQ-ARS-000011,EXPRESO-SUR,AGR-SCALE-ARS,REM-FD-000011,FLETE_BASE,750.00,ARS
CH-REV-000011,LIQ-ARS-000011,EXPRESO-SUR,AGR-SCALE-ARS,REM-REV-000011,SEGURO,200.00,ARS
CH-UND-000011,LIQ-ARS-000011,TRANSPORTISTA-DESCONOCIDO,AGR-SCALE-ARS,REM-NOEXIST-000011,FLETE_BASE,1000.00,ARS
CH-USD-OC1-000011,LIQ-USD-000011,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC1-000011,FLETE_MARITIMO,500.00,USD
CH-USD-OC2-000011,LIQ-USD-000011,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC2-000011,FLETE_MARITIMO,500.00,USD
CH-USD-PT-000011,LIQ-USD-000011,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-PT-000011,GASTOS_PUERTO,150.00,USD
CH-USD-FAIL-000011,LIQ-USD-000011,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-FAIL-000011,FLETE_MARITIMO,620.00,USD
CH-N1-000011,LIQ-ARS-000011,EXPRESO-SUR,AGR-SCALE-ARS,REM-N1-000011,FLETE_BASE,1000.00,ARS
CH-1N-BASE-000011,LIQ-ARS-000011,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000011,FLETE_BASE,1000.00,ARS
CH-1N-SEG-000011,LIQ-ARS-000011,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000011,SEGURO,200.00,ARS
CH-P1-000012-0,LIQ-ARS-000012,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000012-0,FLETE_BASE,1000.00,ARS
CH-P1-000012-1,LIQ-ARS-000012,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000012-1,FLETE_BASE,1000.00,ARS
CH-P1-000012-2,LIQ-ARS-000012,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000012-2,FLETE_BASE,1000.00,ARS
CH-P1-000012-3,LIQ-ARS-000012,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000012-3,FLETE_BASE,1000.00,ARS
CH-P1-000012-4,LIQ-ARS-000012,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000012-4,FLETE_BASE,1000.00,ARS
CH-P2-000012-0,LIQ-ARS-000012,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000012-0,FLETE_BASE,1200.00,ARS
CH-P2-000012-1,LIQ-ARS-000012,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000012-1,FLETE_BASE,1200.00,ARS
CH-P2-000012-2,LIQ-ARS-000012,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000012-2,FLETE_BASE,1200.00,ARS
CH-FE1-000012,LIQ-ARS-000012,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE1-000012,FLETE_BASE,1350.00,ARS
CH-FE2-000012,LIQ-ARS-000012,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE2-000012,FLETE_BASE,1150.00,ARS
CH-FD-000012,LIQ-ARS-000012,EXPRESO-SUR,AGR-SCALE-ARS,REM-FD-000012,FLETE_BASE,750.00,ARS
CH-REV-000012,LIQ-ARS-000012,EXPRESO-SUR,AGR-SCALE-ARS,REM-REV-000012,SEGURO,200.00,ARS
CH-UND-000012,LIQ-ARS-000012,TRANSPORTISTA-DESCONOCIDO,AGR-SCALE-ARS,REM-NOEXIST-000012,FLETE_BASE,1000.00,ARS
CH-USD-OC1-000012,LIQ-USD-000012,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC1-000012,FLETE_MARITIMO,500.00,USD
CH-USD-OC2-000012,LIQ-USD-000012,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC2-000012,FLETE_MARITIMO,500.00,USD
CH-USD-PT-000012,LIQ-USD-000012,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-PT-000012,GASTOS_PUERTO,150.00,USD
CH-USD-FAIL-000012,LIQ-USD-000012,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-FAIL-000012,FLETE_MARITIMO,620.00,USD
CH-N1-000012,LIQ-ARS-000012,EXPRESO-SUR,AGR-SCALE-ARS,REM-N1-000012,FLETE_BASE,1000.00,ARS
CH-1N-BASE-000012,LIQ-ARS-000012,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000012,FLETE_BASE,1000.00,ARS
CH-1N-SEG-000012,LIQ-ARS-000012,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000012,SEGURO,200.00,ARS
CH-P1-000013-0,LIQ-ARS-000013,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000013-0,FLETE_BASE,1000.00,ARS
CH-P1-000013-1,LIQ-ARS-000013,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000013-1,FLETE_BASE,1000.00,ARS
CH-P1-000013-2,LIQ-ARS-000013,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000013-2,FLETE_BASE,1000.00,ARS
CH-P1-000013-3,LIQ-ARS-000013,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000013-3,FLETE_BASE,1000.00,ARS
CH-P1-000013-4,LIQ-ARS-000013,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000013-4,FLETE_BASE,1000.00,ARS
CH-P2-000013-0,LIQ-ARS-000013,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000013-0,FLETE_BASE,1200.00,ARS
CH-P2-000013-1,LIQ-ARS-000013,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000013-1,FLETE_BASE,1200.00,ARS
CH-P2-000013-2,LIQ-ARS-000013,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000013-2,FLETE_BASE,1200.00,ARS
CH-FE1-000013,LIQ-ARS-000013,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE1-000013,FLETE_BASE,1350.00,ARS
CH-FE2-000013,LIQ-ARS-000013,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE2-000013,FLETE_BASE,1150.00,ARS
CH-FD-000013,LIQ-ARS-000013,EXPRESO-SUR,AGR-SCALE-ARS,REM-FD-000013,FLETE_BASE,750.00,ARS
CH-REV-000013,LIQ-ARS-000013,EXPRESO-SUR,AGR-SCALE-ARS,REM-REV-000013,SEGURO,200.00,ARS
CH-UND-000013,LIQ-ARS-000013,TRANSPORTISTA-DESCONOCIDO,AGR-SCALE-ARS,REM-NOEXIST-000013,FLETE_BASE,1000.00,ARS
CH-USD-OC1-000013,LIQ-USD-000013,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC1-000013,FLETE_MARITIMO,500.00,USD
CH-USD-OC2-000013,LIQ-USD-000013,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC2-000013,FLETE_MARITIMO,500.00,USD
CH-USD-PT-000013,LIQ-USD-000013,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-PT-000013,GASTOS_PUERTO,150.00,USD
CH-USD-FAIL-000013,LIQ-USD-000013,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-FAIL-000013,FLETE_MARITIMO,620.00,USD
CH-N1-000013,LIQ-ARS-000013,EXPRESO-SUR,AGR-SCALE-ARS,REM-N1-000013,FLETE_BASE,1000.00,ARS
CH-1N-BASE-000013,LIQ-ARS-000013,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000013,FLETE_BASE,1000.00,ARS
CH-1N-SEG-000013,LIQ-ARS-000013,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000013,SEGURO,200.00,ARS
CH-P1-000014-0,LIQ-ARS-000014,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000014-0,FLETE_BASE,1000.00,ARS
CH-P1-000014-1,LIQ-ARS-000014,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000014-1,FLETE_BASE,1000.00,ARS
CH-P1-000014-2,LIQ-ARS-000014,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000014-2,FLETE_BASE,1000.00,ARS
CH-P1-000014-3,LIQ-ARS-000014,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000014-3,FLETE_BASE,1000.00,ARS
CH-P1-000014-4,LIQ-ARS-000014,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000014-4,FLETE_BASE,1000.00,ARS
CH-P2-000014-0,LIQ-ARS-000014,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000014-0,FLETE_BASE,1200.00,ARS
CH-P2-000014-1,LIQ-ARS-000014,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000014-1,FLETE_BASE,1200.00,ARS
CH-P2-000014-2,LIQ-ARS-000014,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000014-2,FLETE_BASE,1200.00,ARS
CH-FE1-000014,LIQ-ARS-000014,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE1-000014,FLETE_BASE,1350.00,ARS
CH-FE2-000014,LIQ-ARS-000014,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE2-000014,FLETE_BASE,1150.00,ARS
CH-FD-000014,LIQ-ARS-000014,EXPRESO-SUR,AGR-SCALE-ARS,REM-FD-000014,FLETE_BASE,750.00,ARS
CH-REV-000014,LIQ-ARS-000014,EXPRESO-SUR,AGR-SCALE-ARS,REM-REV-000014,SEGURO,200.00,ARS
CH-UND-000014,LIQ-ARS-000014,TRANSPORTISTA-DESCONOCIDO,AGR-SCALE-ARS,REM-NOEXIST-000014,FLETE_BASE,1000.00,ARS
CH-USD-OC1-000014,LIQ-USD-000014,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC1-000014,FLETE_MARITIMO,500.00,USD
CH-USD-OC2-000014,LIQ-USD-000014,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC2-000014,FLETE_MARITIMO,500.00,USD
CH-USD-PT-000014,LIQ-USD-000014,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-PT-000014,GASTOS_PUERTO,150.00,USD
CH-USD-FAIL-000014,LIQ-USD-000014,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-FAIL-000014,FLETE_MARITIMO,620.00,USD
CH-N1-000014,LIQ-ARS-000014,EXPRESO-SUR,AGR-SCALE-ARS,REM-N1-000014,FLETE_BASE,1000.00,ARS
CH-1N-BASE-000014,LIQ-ARS-000014,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000014,FLETE_BASE,1000.00,ARS
CH-1N-SEG-000014,LIQ-ARS-000014,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000014,SEGURO,200.00,ARS
CH-P1-000015-0,LIQ-ARS-000015,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000015-0,FLETE_BASE,1000.00,ARS
CH-P1-000015-1,LIQ-ARS-000015,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000015-1,FLETE_BASE,1000.00,ARS
CH-P1-000015-2,LIQ-ARS-000015,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000015-2,FLETE_BASE,1000.00,ARS
CH-P1-000015-3,LIQ-ARS-000015,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000015-3,FLETE_BASE,1000.00,ARS
CH-P1-000015-4,LIQ-ARS-000015,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000015-4,FLETE_BASE,1000.00,ARS
CH-P2-000015-0,LIQ-ARS-000015,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000015-0,FLETE_BASE,1200.00,ARS
CH-P2-000015-1,LIQ-ARS-000015,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000015-1,FLETE_BASE,1200.00,ARS
CH-P2-000015-2,LIQ-ARS-000015,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000015-2,FLETE_BASE,1200.00,ARS
CH-FE1-000015,LIQ-ARS-000015,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE1-000015,FLETE_BASE,1350.00,ARS
CH-FE2-000015,LIQ-ARS-000015,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE2-000015,FLETE_BASE,1150.00,ARS
CH-FD-000015,LIQ-ARS-000015,EXPRESO-SUR,AGR-SCALE-ARS,REM-FD-000015,FLETE_BASE,750.00,ARS
CH-REV-000015,LIQ-ARS-000015,EXPRESO-SUR,AGR-SCALE-ARS,REM-REV-000015,SEGURO,200.00,ARS
CH-UND-000015,LIQ-ARS-000015,TRANSPORTISTA-DESCONOCIDO,AGR-SCALE-ARS,REM-NOEXIST-000015,FLETE_BASE,1000.00,ARS
CH-USD-OC1-000015,LIQ-USD-000015,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC1-000015,FLETE_MARITIMO,500.00,USD
CH-USD-OC2-000015,LIQ-USD-000015,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC2-000015,FLETE_MARITIMO,500.00,USD
CH-USD-PT-000015,LIQ-USD-000015,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-PT-000015,GASTOS_PUERTO,150.00,USD
CH-USD-FAIL-000015,LIQ-USD-000015,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-FAIL-000015,FLETE_MARITIMO,620.00,USD
CH-N1-000015,LIQ-ARS-000015,EXPRESO-SUR,AGR-SCALE-ARS,REM-N1-000015,FLETE_BASE,1000.00,ARS
CH-1N-BASE-000015,LIQ-ARS-000015,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000015,FLETE_BASE,1000.00,ARS
CH-1N-SEG-000015,LIQ-ARS-000015,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000015,SEGURO,200.00,ARS
CH-P1-000016-0,LIQ-ARS-000016,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000016-0,FLETE_BASE,1000.00,ARS
CH-P1-000016-1,LIQ-ARS-000016,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000016-1,FLETE_BASE,1000.00,ARS
CH-P1-000016-2,LIQ-ARS-000016,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000016-2,FLETE_BASE,1000.00,ARS
CH-P1-000016-3,LIQ-ARS-000016,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000016-3,FLETE_BASE,1000.00,ARS
CH-P1-000016-4,LIQ-ARS-000016,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000016-4,FLETE_BASE,1000.00,ARS
CH-P2-000016-0,LIQ-ARS-000016,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000016-0,FLETE_BASE,1200.00,ARS
CH-P2-000016-1,LIQ-ARS-000016,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000016-1,FLETE_BASE,1200.00,ARS
CH-P2-000016-2,LIQ-ARS-000016,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000016-2,FLETE_BASE,1200.00,ARS
CH-FE1-000016,LIQ-ARS-000016,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE1-000016,FLETE_BASE,1350.00,ARS
CH-FE2-000016,LIQ-ARS-000016,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE2-000016,FLETE_BASE,1150.00,ARS
CH-FD-000016,LIQ-ARS-000016,EXPRESO-SUR,AGR-SCALE-ARS,REM-FD-000016,FLETE_BASE,750.00,ARS
CH-REV-000016,LIQ-ARS-000016,EXPRESO-SUR,AGR-SCALE-ARS,REM-REV-000016,SEGURO,200.00,ARS
CH-UND-000016,LIQ-ARS-000016,TRANSPORTISTA-DESCONOCIDO,AGR-SCALE-ARS,REM-NOEXIST-000016,FLETE_BASE,1000.00,ARS
CH-USD-OC1-000016,LIQ-USD-000016,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC1-000016,FLETE_MARITIMO,500.00,USD
CH-USD-OC2-000016,LIQ-USD-000016,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC2-000016,FLETE_MARITIMO,500.00,USD
CH-USD-PT-000016,LIQ-USD-000016,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-PT-000016,GASTOS_PUERTO,150.00,USD
CH-USD-FAIL-000016,LIQ-USD-000016,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-FAIL-000016,FLETE_MARITIMO,620.00,USD
CH-N1-000016,LIQ-ARS-000016,EXPRESO-SUR,AGR-SCALE-ARS,REM-N1-000016,FLETE_BASE,1000.00,ARS
CH-1N-BASE-000016,LIQ-ARS-000016,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000016,FLETE_BASE,1000.00,ARS
CH-1N-SEG-000016,LIQ-ARS-000016,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000016,SEGURO,200.00,ARS
CH-P1-000017-0,LIQ-ARS-000017,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000017-0,FLETE_BASE,1000.00,ARS
CH-P1-000017-1,LIQ-ARS-000017,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000017-1,FLETE_BASE,1000.00,ARS
CH-P1-000017-2,LIQ-ARS-000017,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000017-2,FLETE_BASE,1000.00,ARS
CH-P1-000017-3,LIQ-ARS-000017,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000017-3,FLETE_BASE,1000.00,ARS
CH-P1-000017-4,LIQ-ARS-000017,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000017-4,FLETE_BASE,1000.00,ARS
CH-P2-000017-0,LIQ-ARS-000017,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000017-0,FLETE_BASE,1200.00,ARS
CH-P2-000017-1,LIQ-ARS-000017,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000017-1,FLETE_BASE,1200.00,ARS
CH-P2-000017-2,LIQ-ARS-000017,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000017-2,FLETE_BASE,1200.00,ARS
CH-FE1-000017,LIQ-ARS-000017,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE1-000017,FLETE_BASE,1350.00,ARS
CH-FE2-000017,LIQ-ARS-000017,EXPRESO-SUR,AGR-SCALE-ARS,REM-FE2-000017,FLETE_BASE,1150.00,ARS
CH-FD-000017,LIQ-ARS-000017,EXPRESO-SUR,AGR-SCALE-ARS,REM-FD-000017,FLETE_BASE,750.00,ARS
CH-REV-000017,LIQ-ARS-000017,EXPRESO-SUR,AGR-SCALE-ARS,REM-REV-000017,SEGURO,200.00,ARS
CH-UND-000017,LIQ-ARS-000017,TRANSPORTISTA-DESCONOCIDO,AGR-SCALE-ARS,REM-NOEXIST-000017,FLETE_BASE,1000.00,ARS
CH-USD-OC1-000017,LIQ-USD-000017,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC1-000017,FLETE_MARITIMO,500.00,USD
CH-USD-OC2-000017,LIQ-USD-000017,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-OC2-000017,FLETE_MARITIMO,500.00,USD
CH-USD-PT-000017,LIQ-USD-000017,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-PT-000017,GASTOS_PUERTO,150.00,USD
CH-USD-FAIL-000017,LIQ-USD-000017,GLOBAL-CARGO,AGR-SCALE-USD,REM-USD-FAIL-000017,FLETE_MARITIMO,620.00,USD
CH-N1-000017,LIQ-ARS-000017,EXPRESO-SUR,AGR-SCALE-ARS,REM-N1-000017,FLETE_BASE,1000.00,ARS
CH-1N-BASE-000017,LIQ-ARS-000017,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000017,FLETE_BASE,1000.00,ARS
CH-1N-SEG-000017,LIQ-ARS-000017,EXPRESO-SUR,AGR-SCALE-ARS,REM-1N-000017,SEGURO,200.00,ARS
CH-P1-000018-0,LIQ-ARS-000018,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000018-0,FLETE_BASE,1000.00,ARS
CH-P1-000018-1,LIQ-ARS-000018,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000018-1,FLETE_BASE,1000.00,ARS
CH-P1-000018-2,LIQ-ARS-000018,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000018-2,FLETE_BASE,1000.00,ARS
CH-P1-000018-3,LIQ-ARS-000018,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000018-3,FLETE_BASE,1000.00,ARS
CH-P1-000018-4,LIQ-ARS-000018,EXPRESO-SUR,AGR-SCALE-ARS,REM-P1-000018-4,FLETE_BASE,1000.00,ARS
CH-P2-000018-0,LIQ-ARS-000018,EXPRESO-SUR,AGR-SCALE-ARS,REM-P2-000018-0,FLETE_BASE,1200.00,ARS
